id,name,category,desc,ticket,duration,lat,lng,rating,tags,stay_detail,gmaps_url,source
gunung-parung,Gunung Parung,Alam,,25000,117,-7.1575,107.4519,4.4,"['1941', 'mt', 'peak', 'modify_date:_2008-04-15']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Parung%2C%20Bandung,osm
pasir-batuanteun,Pasir Batuanteun,Alam,,16000,131,-6.815556,107.398333,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Batuanteun%2C%20Bandung,osm
gunung-leungis,Gunung Leungis,Alam,,13000,131,-6.764167,107.468611,4.5,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Leungis%2C%20Bandung,osm
gunung-pangukusan,Gunung Pangukusan,Alam,,17000,131,-6.921389,107.881944,4.3,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Pangukusan%2C%20Bandung,osm
pasir-seuti,Pasir Seuti,Alam,,30000,114,-7.054,107.4646,4.2,"['1336', 'mt', 'peak', 'modify_date:_2008-09-25']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Seuti%2C%20Bandung,osm
gunung-karangtengah,Gunung Karangtengah,Alam,,28000,131,-7.2033947,107.4973517,4.3,"['2157', 'mt', 'peak', 'modify_date:_2008-04-15']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Karangtengah%2C%20Bandung,osm
pasir-tarikolot,Pasir Tarikolot,Alam,,33000,137,-6.789722,107.549444,4.0,"['1379', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Tarikolot%2C%20Bandung,osm
gunung-sanggara,Gunung Sanggara,Alam,,24000,135,-6.8129955,107.7494662,4.0,"['1903', 'hll', 'peak', 'modify_date:_2020-11-29']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Sanggara%2C%20Bandung,osm
pasir-batucagak,Pasir Batucagak,Alam,,22000,131,-6.976944,107.461389,4.3,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Batucagak%2C%20Bandung,osm
gunung-sangser,Gunung Sangser,Alam,,13000,107,-7.1499,107.7581,4.4,"['mt', 'peak', 'modify_date:_2008-05-29']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Sangser%2C%20Bandung,osm
gunung-sembungrugul,Gunung Sembungrugul,Alam,,11000,128,-6.858889,107.820556,4.8,"['1057', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Sembungrugul%2C%20Bandung,osm
pasir-cadasdayang,Pasir Cadasdayang,Alam,,16000,125,-7.1213,107.3701,4.1,"['mt', 'peak', 'modify_date:_2008-04-18']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Cadasdayang%2C%20Bandung,osm
gunung-puter,Gunung Puter,Alam,,25000,131,-6.840833,107.454722,4.5,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Puter%2C%20Bandung,osm
gunung-jambu,Gunung Jambu,Alam,,18000,104,-6.8275,107.775556,4.2,"['1881', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Jambu%2C%20Bandung,osm
gunung-cikatomas,Gunung Cikatomas,Alam,,32000,107,-7.1803,107.8314,4.2,"['mt', 'peak', 'modify_date:_2008-05-29']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Cikatomas%2C%20Bandung,osm
pasir-ronggeng,Pasir Ronggeng,Alam,,24000,131,-6.886944,107.394444,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Ronggeng%2C%20Bandung,osm
pasir-irateun,Pasir Irateun,Alam,,29000,131,-6.863056,107.4275,4.7,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Irateun%2C%20Bandung,osm
gunung-bancana,Gunung Bancana,Alam,,16000,131,-6.827222,107.428056,4.4,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Bancana%2C%20Bandung,osm
pasir-balekambang,Pasir Balekambang,Alam,,12000,131,-6.810278,107.446667,4.1,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Balekambang%2C%20Bandung,osm
pasir-muncang,Pasir Muncang,Alam,,27000,122,-6.7686603,107.7052889,4.2,"['1121', 'hll', 'peak', 'modify_date:_2002-09-23']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Muncang%2C%20Bandung,osm
pasir-belengur,Pasir Belengur,Alam,,15000,131,-6.8825,107.413056,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Belengur%2C%20Bandung,osm
gunung-geulis,Gunung Geulis,Alam,,32000,107,-7.1148,107.3618,4.1,"['1659', 'mt', 'peak', 'modify_date:_2008-04-18']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Geulis%2C%20Bandung,osm
gunung-windu,Gunung Windu,Alam,,19000,116,-7.223889,107.630556,4.5,"['2147', 'mt', 'peak', 'modify_date:_2004-09-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Windu%2C%20Bandung,osm
gunung-kamasan,Gunung Kamasan,Alam,,29000,103,-7.190556,107.725833,4.7,"['mt', 'peak', 'modify_date:_2004-09-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Kamasan%2C%20Bandung,osm
gunung-tambakruyung,Gunung Tambakruyung,Alam,,21000,102,-7.1013,107.4087,4.3,"['1994', 'mt', 'peak', 'modify_date:_2008-03-26']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Tambakruyung%2C%20Bandung,osm
gunung-parigi,Gunung Parigi,Alam,,24000,116,-7.0394,107.356,4.2,"['1407', 'mt', 'peak', 'modify_date:_2008-09-25']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Parigi%2C%20Bandung,osm
gunung-barangad,Gunung Barangad,Alam,,26000,135,-7.2484,107.4676,4.3,"['1307', 'mt', 'peak', 'modify_date:_2008-04-15']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Barangad%2C%20Bandung,osm
pasir-bojong-kidul,Pasir Bojong-kidul,Alam,,30000,101,-6.946389,107.510278,4.5,"['hll', 'peak', 'modify_date:_2002-09-23']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Bojong-kidul%2C%20Bandung,osm
pasir-tanjaknangsir,Pasir Tanjaknangsir,Alam,,31000,131,-6.860278,107.890556,4.3,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Tanjaknangsir%2C%20Bandung,osm
gunung-bucecen,Gunung Bucecen,Alam,,18000,103,-7.2194347,107.4416038,4.4,"['1871', 'mt', 'peak', 'modify_date:_2008-09-25']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Bucecen%2C%20Bandung,osm
puncakkopsi,Puncakkopsi,Alam,,13000,130,-7.2177701,107.3901303,4.6,"['mt', 'peak', 'modify_date:_2003-07-31']",,https://www.google.com/maps/search/?api=1&query=Puncakkopsi%2C%20Bandung,osm
gunung-kutanangka,Gunung Kutanangka,Alam,,26000,124,-7.249722,107.633333,4.2,"['mt', 'peak', 'modify_date:_2002-11-15']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Kutanangka%2C%20Bandung,osm
gunung-panyocokan,Gunung Panyocokan,Alam,,13000,126,-7.0279,107.4317,3.9,"['1141', 'mt', 'peak', 'modify_date:_2008-03-26']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Panyocokan%2C%20Bandung,osm
pasir-batulawang,Pasir Batulawang,Alam,,12000,100,-7.2325559,107.4246364,4.3,"['mt', 'peak', 'modify_date:_2008-04-15']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Batulawang%2C%20Bandung,osm
pasir-kadut,Pasir Kadut,Alam,,16000,116,-6.916667,107.358056,4.0,"['mt', 'peak', 'modify_date:_2007-05-17']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Kadut%2C%20Bandung,osm
pasir-anjung,Pasir Anjung,Alam,,22000,131,-6.877222,107.878333,4.4,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Anjung%2C%20Bandung,osm
gunung-munjul,Gunung Munjul,Alam,,12000,131,-6.823056,107.865556,4.7,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Munjul%2C%20Bandung,osm
pasir-rumesagandu,Pasir Rumesagandu,Alam,,24000,135,-6.908333,107.394722,4.3,"['mt', 'peak', 'modify_date:_2002-09-24']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Rumesagandu%2C%20Bandung,osm
gunung-ipis,Gunung Ipis,Alam,,11000,102,-6.8046265,107.7572675,4.4,"['1594', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Ipis%2C%20Bandung,osm
pasir-selap,Pasir Selap,Alam,,33000,131,-6.825556,107.414444,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Selap%2C%20Bandung,osm
cikupa-pasir,Cikupa. Pasir,Alam,,20000,131,-6.791944,107.504722,4.4,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Cikupa.%20Pasir%2C%20Bandung,osm
gunung-meranti,Gunung Meranti,Alam,,25000,131,-6.797222,107.804444,4.3,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Meranti%2C%20Bandung,osm
pasir-taneuhhideung,Pasir Taneuhhideung,Alam,,21000,100,-7.1564,107.438,4.0,"['mt', 'peak', 'modify_date:_2008-04-15']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Taneuhhideung%2C%20Bandung,osm
pasir-rompang,Pasir Rompang,Alam,,21000,131,-6.753611,107.411944,4.4,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Rompang%2C%20Bandung,osm
pasir-nagrok,Pasir Nagrok,Alam,,13000,120,-6.801667,107.503611,4.3,"['960', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Nagrok%2C%20Bandung,osm
gunung-burangrang,Gunung Burangrang,Alam,,31000,119,-6.7740399,107.5556983,4.0,"['2064', 'mt', 'peak', '425']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Burangrang%2C%20Bandung,osm
gunung-mandalawangi,Gunung Mandalawangi,Alam,,31000,100,-7.0581,107.8634,3.9,"['mt', 'peak', 'modify_date:_2008-05-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Mandalawangi%2C%20Bandung,osm
gunung-puncacing,Gunung Puncacing,Alam,,14000,101,-7.0945,107.4907,4.3,"['mt', 'peak', 'modify_date:_2008-03-26']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Puncacing%2C%20Bandung,osm
gunung-karikil,Gunung Karikil,Alam,,30000,124,-7.023611,107.606111,4.5,"['mt', 'peak', 'modify_date:_2002-11-15']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Karikil%2C%20Bandung,osm
gunung-kiara,Gunung Kiara,Alam,,25000,131,-6.770833,107.491944,3.9,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Kiara%2C%20Bandung,osm
gunung-nini,Gunung Nini,Alam,,23000,137,-7.221389,107.578333,4.3,"['1616', 'mt', 'peak', 'modify_date:_2004-09-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Nini%2C%20Bandung,osm
pasir-batang,Pasir Batang,Alam,,17000,131,-6.7675,107.4125,4.1,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Batang%2C%20Bandung,osm
gunung-tugagug,Gunung Tugagug,Alam,,17000,114,-6.956111,107.501111,4.1,"['mt', 'peak', 'modify_date:_2007-05-22']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Tugagug%2C%20Bandung,osm
pasir-pogor,Pasir Pogor,Alam,,30000,131,-6.938333,107.474167,4.5,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Pogor%2C%20Bandung,osm
pasir-jugul,Pasir Jugul,Alam,,23000,100,-7.0914,107.8224,4.3,"['mt', 'peak', 'modify_date:_2008-05-09']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Jugul%2C%20Bandung,osm
gunung-kamiru,Gunung Kamiru,Alam,,24000,103,-7.223611,107.615556,4.1,"['mt', 'peak', 'modify_date:_2004-09-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Kamiru%2C%20Bandung,osm
pasir-bingung,Pasir Bingung,Alam,,27000,131,-6.802222,107.387222,4.1,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Bingung%2C%20Bandung,osm
pasir-gagak,Pasir Gagak,Alam,,25000,131,-6.930556,107.404722,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Gagak%2C%20Bandung,osm
gunung-bubut,Gunung Bubut,Alam,,18000,103,-7.081111,107.511667,4.5,"['mt', 'peak', 'modify_date:_2004-09-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Bubut%2C%20Bandung,osm
gunung-jawa,Gunung Jawa,Alam,,32000,107,-7.1618,107.7746,4.2,"['mt', 'peak', 'modify_date:_2008-05-29']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Jawa%2C%20Bandung,osm
pasir-cikandang,Pasir Cikandang,Alam,,34000,115,-6.783056,107.548333,4.8,"['1523', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Cikandang%2C%20Bandung,osm
pasir-guhalutung,Pasir Guhalutung,Alam,,26000,131,-6.788333,107.415278,4.6,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Guhalutung%2C%20Bandung,osm
pasir-leuit,Pasir Leuit,Alam,,26000,131,-6.771389,107.480278,4.5,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Leuit%2C%20Bandung,osm
gunung-datar,Gunung Datar,Alam,,16000,131,-6.796389,107.878056,4.3,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Datar%2C%20Bandung,osm
gunung-pancalikan,Gunung Pancalikan,Alam,,20000,131,-6.844444,107.444722,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Pancalikan%2C%20Bandung,osm
gunung-sembul,Gunung Sembul,Alam,,13000,101,-6.795,107.761944,4.2,"['1566', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Sembul%2C%20Bandung,osm
gunung-walanda,Gunung Walanda,Alam,,26000,131,-7.0038,107.4435,4.6,"['916', 'mt', 'peak', 'modify_date:_2008-09-25']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Walanda%2C%20Bandung,osm
pasir-aul,Pasir Aul,Alam,,17000,131,-6.889167,107.389167,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Aul%2C%20Bandung,osm
pasir-pangonan,Pasir Pangonan,Alam,,13000,121,-6.838889,107.804167,4.0,"['1190', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Pangonan%2C%20Bandung,osm
gunung-bangkenang,Gunung Bangkenang,Alam,,26000,116,-6.887222,107.37,4.6,"['mt', 'peak', 'modify_date:_2007-05-17']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Bangkenang%2C%20Bandung,osm
gunung-martalaja,Gunung Martalaja,Alam,,24000,107,-7.1805,107.7957,4.6,"['mt', 'peak', 'modify_date:_2008-05-29']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Martalaja%2C%20Bandung,osm
gunung-jatinunggal,Gunung Jatinunggal,Alam,,17000,114,-6.888889,107.508611,3.9,"['mt', 'peak', 'modify_date:_2007-05-22']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Jatinunggal%2C%20Bandung,osm
gunung-tugu,Gunung Tugu,Alam,,22000,134,-7.2365825,107.4470994,4.1,"['1670', 'mt', 'peak', 'modify_date:_2008-09-25']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Tugu%2C%20Bandung,osm
gunung-pabeasan,Gunung Pabeasan,Alam,,15000,131,-6.835,107.453889,4.3,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Pabeasan%2C%20Bandung,osm
pengunungan-guntur,Pengunungan Guntur,Alam,,30000,107,-7.1429798,107.8376502,3.7,"['mt', 'peak', 'modify_date:_2008-05-29']",,https://www.google.com/maps/search/?api=1&query=Pengunungan%20Guntur%2C%20Bandung,osm
pasir-bandera,Pasir Bandera,Alam,,31000,131,-6.897778,107.393889,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Bandera%2C%20Bandung,osm
gunung-padakasih,Gunung Padakasih,Alam,,22000,102,-6.901111,107.510833,4.3,"['mt', 'peak', 'modify_date:_2007-05-22', 'q12484798']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Padakasih%2C%20Bandung,osm
gunung-karet,Gunung Karet,Alam,,14000,131,-6.811944,107.870278,4.7,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Karet%2C%20Bandung,osm
pasir-kadal,Pasir Kadal,Alam,,12000,114,-6.920833,107.508056,4.5,"['mt', 'peak', 'modify_date:_2007-05-22']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Kadal%2C%20Bandung,osm
paisir-hingkil,Paisir Hingkil,Alam,,33000,101,-7.0261,107.4941,4.6,"['mt', 'peak', 'modify_date:_2008-03-26']",,https://www.google.com/maps/search/?api=1&query=Paisir%20Hingkil%2C%20Bandung,osm
gunung-kareumbi,Gunung Kareumbi,Alam,,11000,131,-6.932222,107.869722,4.4,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Kareumbi%2C%20Bandung,osm
gunung-kiamis,Gunung Kiamis,Alam,,22000,103,-7.197778,107.749444,4.1,"['mt', 'peak', 'modify_date:_2004-09-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Kiamis%2C%20Bandung,osm
gunung-manik,Gunung Manik,Alam,,32000,131,-6.835556,107.428611,4.3,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Manik%2C%20Bandung,osm
gunung-bakung,Gunung Bakung,Alam,,13000,131,-6.843333,107.460556,3.9,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Bakung%2C%20Bandung,osm
pasir-cigentur,Pasir Cigentur,Alam,,12000,131,-6.77,107.441667,4.6,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Cigentur%2C%20Bandung,osm
gunung-puncakcacing,Gunung Puncakcacing,Alam,,19000,134,-7.233333,107.524167,4.6,"['1625', 'mt', 'peak', 'modify_date:_2004-09-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Puncakcacing%2C%20Bandung,osm
gunung-pulus,Gunung Pulus,Alam,,35000,100,-7.0911,107.8304,4.1,"['mt', 'peak', 'modify_date:_2008-05-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Pulus%2C%20Bandung,osm
gunung-bentang,Gunung Bentang,Alam,,35000,131,-6.854167,107.46,4.5,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Bentang%2C%20Bandung,osm
pasir-tekukur,Pasir Tekukur,Alam,,21000,116,-6.8825,107.355,4.6,"['mt', 'peak', 'modify_date:_2007-05-17']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Tekukur%2C%20Bandung,osm
gunung-bedil,Gunung Bedil,Alam,,33000,140,-7.202222,107.637778,4.3,"['2066', 'mt', 'peak', 'modify_date:_2004-09-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Bedil%2C%20Bandung,osm
gunung-cacur,Gunung Cacur,Alam,,22000,140,-7.0209308,107.4536775,4.5,"['951', 'mt', 'peak', 'modify_date:_2008-03-26']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Cacur%2C%20Bandung,osm
gunung-tangkubanprahu,Gunung Tangkubanprahu,Alam,,21000,103,-7.174444,107.735833,4.1,"['mt', 'peak', 'modify_date:_2004-09-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Tangkubanprahu%2C%20Bandung,osm
gunung-wayang,Gunung Wayang,Alam,,25000,139,-7.0965,107.3855,4.3,"['1817', 'mt', 'peak', 'modify_date:_2008-09-25']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Wayang%2C%20Bandung,osm
pasir-cacing,Pasir Cacing,Alam,,31000,134,-7.198,107.4469,4.3,"['mt', 'peak', 'modify_date:_2008-09-25']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Cacing%2C%20Bandung,osm
gunung-pangporang,Gunung Pangporang,Alam,,29000,116,-6.8025,107.7725,4.3,"['1810', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Pangporang%2C%20Bandung,osm
gunung-alu,Gunung Alu,Alam,,33000,107,-7.235,107.759,4.1,"['mt', 'peak', 'modify_date:_2008-05-29']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Alu%2C%20Bandung,osm
gunung-cibitung,Gunung Cibitung,Alam,,14000,131,-6.7578006,107.4927347,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Cibitung%2C%20Bandung,osm
pasir-buluh,Pasir Buluh,Alam,,24000,104,-6.8668801,107.7504175,4.3,"['1535', 'mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Buluh%2C%20Bandung,osm
pasir-goleah,Pasir Goleah,Alam,,34000,136,-6.8666265,107.6519898,4.2,"['967', 'hll', 'peak', 'modify_date:_2002-09-23']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Goleah%2C%20Bandung,osm
gunung-cinde,Gunung Cinde,Alam,,14000,100,-7.1245,107.8219,4.4,"['mt', 'peak', 'modify_date:_2008-05-09']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Cinde%2C%20Bandung,osm
gunung-ngambay,Gunung Ngambay,Alam,,14000,131,-6.808611,107.866389,3.9,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Ngambay%2C%20Bandung,osm
gunung-bohong,Gunung Bohong,Alam,,33000,133,-6.876389,107.519722,4.7,"['mt', 'peak', 'modify_date:_2007-05-22', 'q12484685']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Bohong%2C%20Bandung,osm
pasir-badot,Pasir Badot,Alam,,18000,131,-6.948333,107.399167,3.9,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Badot%2C%20Bandung,osm
pasir-cilame,Pasir Cilame,Alam,,26000,131,-6.799167,107.457222,4.2,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Cilame%2C%20Bandung,osm
pasir-reubun,Pasir Reubun,Alam,,15000,131,-6.801667,107.391944,4.7,"['mt', 'peak', 'modify_date:_2007-05-01']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Reubun%2C%20Bandung,osm
pasir-saguling,Pasir Saguling,Alam,,18000,116,-6.908889,107.3525,4.3,"['mt', 'peak', 'modify_date:_2007-05-17']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Saguling%2C%20Bandung,osm
pasir-pamidangan,Pasir Pamidangan,Alam,,18000,134,-7.0351,107.4819,4.7,"['mt', 'peak', 'modify_date:_2008-09-25']",,https://www.google.com/maps/search/?api=1&query=Pasir%20Pamidangan%2C%20Bandung,osm
gunung-pangburuyan,Gunung Pangburuyan,Alam,,14000,107,-7.1636,107.806,4.1,"['mt', 'peak', 'modify_date:_2008-05-29']",,https://www.google.com/maps/search/?api=1&query=Gunung%20Pangburuyan%2C%20Bandung,osm
titik-ukur-gas-vulkanik-1,titik ukur gas vulkanik 1,Alam,,23000,111,-6.7623625,107.6177072,4.6,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=titik%20ukur%20gas%20vulkanik%201%2C%20Bandung,osm
titik-ukur-gas-vulaknik-3,titik ukur gas vulaknik 3,Alam,,16000,111,-6.7599791,107.6188595,4.1,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=titik%20ukur%20gas%20vulaknik%203%2C%20Bandung,osm
titik-ukur-gas-vulkanik-4,titik ukur gas vulkanik 4,Alam,,12000,111,-6.7585916,107.6185877,4.3,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=titik%20ukur%20gas%20vulkanik%204%2C%20Bandung,osm
titik-ukur-gas-vulkanik-5,titik ukur gas vulkanik 5,Alam,,15000,111,-6.7578037,107.6181293,4.4,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=titik%20ukur%20gas%20vulkanik%205%2C%20Bandung,osm
titik-ukur-gas-vulkanik-6,titik ukur gas vulkanik 6,Alam,,24000,111,-6.7584378,107.6102204,4.0,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=titik%20ukur%20gas%20vulkanik%206%2C%20Bandung,osm
titik-ukur-gas-vulkanik-7,titik ukur gas vulkanik 7,Alam,,10000,111,-6.7565669,107.6109411,4.5,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=titik%20ukur%20gas%20vulkanik%207%2C%20Bandung,osm
puncak-malabar-1-junghuhn,Puncak Malabar 1 (Junghuhn),Alam,,31000,128,-7.1265307,107.6358625,3.7,"['gunung_ipis', '2321', 'peak']",,https://www.google.com/maps/search/?api=1&query=Puncak%20Malabar%201%20%28Junghuhn%29%2C%20Bandung,osm
stone-garden,Stone Garden,Alam,,17000,111,-6.8247319,107.4381247,4.3,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Stone%20Garden%2C%20Bandung,osm
gua-pawon,Gua Pawon,Alam,,20000,111,-6.8236107,107.4362947,4.4,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Gua%20Pawon%2C%20Bandung,osm
egioto-com,Egioto.com,Alam,,12000,111,-6.8672308,107.5775872,4.3,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Egioto.com%2C%20Bandung,osm
curug-omas,Curug Omas,Alam,,10000,107,-6.8343728,107.6580337,4.3,"['90', 'viewpoint']",,https://www.google.com/maps/search/?api=1&query=Curug%20Omas%2C%20Bandung,osm
kolam-renang-tirtamulya,Kolam renang Tirtamulya,Alam,,12000,111,-6.8606633,107.5250567,4.5,['viewpoint'],,https://www.google.com/maps/search/?api=1&query=Kolam%20renang%20Tirtamulya%2C%20Bandung,osm
